0000000        deadbeef        00000000        ffffffff        ffffffff
        357 276 255 336  \0  \0  \0  \0 377 377 377 377 377 377 377 377
0000020        ffffffff        ffffffff        ffffffff        ffffffff
        377 377 377 377 377 377 377 377 377 377 377 377 377 377 377 377
*
0000400


 Started ....
244 | ./Actor/Actor.cpp	setup:138 	|  CborQueue 3FFF1984:0 
499281 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499288 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499371 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499372 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499372 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499378 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499382 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499389 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499472 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499473 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499473 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499479 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499483 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499490 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499573 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499574 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499574 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499580 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499584 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499591 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499644 | ./Actor/DWM1000Tag.cpp	onReceive:351 	|  SYS_STATUS :28200F2
499645 | ./Actor/DWM1000Tag.cpp	onReceive:359 	|  RX Timeout
499646 | ./Actor/DWM1000Tag.cpp	onReceive:368 	|  status reg.:28200F2,interrupts : 0
499653 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/polls 
499659 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499663 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/interrupts 
499670 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499677 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499681 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499685 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499692 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499696 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499703 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499777 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499778 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499778 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499784 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499788 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499795 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499878 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499879 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499879 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499885 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499889 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499896 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499979 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
499980 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499980 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
499986 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
499990 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
499997 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500080 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500081 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500081 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500087 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500091 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500098 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500181 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500182 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500182 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500188 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500192 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500199 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500282 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500283 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500283 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500289 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500293 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500300 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500383 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500384 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500384 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500390 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500394 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500401 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500484 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500485 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500485 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500491 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500495 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500502 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500585 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500586 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500586 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500592 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500596 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500603 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500686 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500687 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500687 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500693 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500697 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500704 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500787 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500787 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500788 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500794 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500798 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500805 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500888 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500889 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500889 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500895 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500899 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
500906 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500989 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
500989 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
500990 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
500996 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501000 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501007 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501090 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501091 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501091 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501097 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501101 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501108 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501191 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501192 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501192 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501198 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501202 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501209 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501292 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501293 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501293 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501299 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501303 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501310 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501393 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501394 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501394 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501400 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501404 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501411 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501494 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501495 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501495 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501501 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501505 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501512 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501595 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501596 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501596 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501602 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501606 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501613 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501696 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501697 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501697 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501703 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501707 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501714 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501797 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501798 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501798 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501804 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501808 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501815 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501898 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
501899 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501899 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
501905 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501909 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
501916 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
501999 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502000 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502000 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502006 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502010 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502017 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502100 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502101 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502101 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502107 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502111 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502118 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502201 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502202 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502202 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502208 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502212 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502219 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502302 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502303 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502303 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502309 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502313 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502320 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502403 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502404 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502404 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502410 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502414 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502421 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502504 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502505 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502505 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502511 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502515 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502522 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502605 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502606 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502606 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502612 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502616 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502623 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502676 | ./Actor/DWM1000Tag.cpp	onReceive:351 	|  SYS_STATUS :28200F2
502676 | ./Actor/DWM1000Tag.cpp	onReceive:359 	|  RX Timeout
502678 | ./Actor/DWM1000Tag.cpp	onReceive:368 	|  status reg.:28200F2,interrupts : 0
502685 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/polls 
502690 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502695 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/interrupts 
502702 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502709 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502712 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502717 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502723 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502728 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502734 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502807 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502808 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502808 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502814 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502818 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502825 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502908 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
502909 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502909 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
502915 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
502919 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
502926 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503010 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503010 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503010 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503016 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503020 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503027 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503110 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503111 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503111 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503117 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503121 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503128 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503211 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503212 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503212 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503218 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503222 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503229 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503312 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503313 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503313 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503319 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503323 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503330 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503413 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503414 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503414 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503420 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503424 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503431 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503514 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503514 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503515 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503521 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503525 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503532 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503615 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503616 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503616 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503622 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503626 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503633 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503716 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503717 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503717 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503723 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503727 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503734 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503817 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503818 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503818 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503824 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503828 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503835 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503918 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
503918 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503919 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
503925 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
503929 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
503936 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504019 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504020 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504020 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504026 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504030 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504037 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504120 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504121 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504121 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504127 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504131 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504138 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504221 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504221 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504222 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504228 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504232 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504239 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504322 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504323 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504323 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504329 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504333 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504340 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504423 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504424 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504424 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504430 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504434 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504441 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504524 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504525 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504525 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504531 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504535 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504542 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504625 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504626 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504626 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504632 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504636 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504643 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504726 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504727 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504727 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504733 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504737 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
504744 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504827 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
504828 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504828 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
504834 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
504838 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
